gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score
CCDC105	ENSG00000160994	chr19	1.2184e+00	-1.0835e+00
CCDC106	29903	NA	1.0337e+00	1.1225e+00
CCDC106	ENSG00000173581	chr19	1.0337e+00	1.1225e+00
CCDC107	203260	NA	1.4223e+00	-6.2708e-01
CCDC107	ENSG00000159884	chr9	1.4223e+00	-6.2708e-01
CCDC110	256309	NA	1.1074e+00	1.0407e+00
CCDC110	ENSG00000168491	chr4	1.1074e+00	1.0407e+00
CCDC112	153733	NA	7.8580e-01	-9.5886e-01
CCDC112	ENSG00000164221	chr5	7.8580e-01	-9.5886e-01
CCDC113	29070	NA	1.3424e+00	6.7426e-01
CCDC113	ENSG00000103021	chr16	1.3424e+00	6.7426e-01
CCDC115	84317	NA	1.3493e+00	-4.6204e-01
CCDC115	ENSG00000136710	chr2	1.3493e+00	-4.6204e-01
CCDC116	164592	NA	1.1466e+00	1.9608e-01
CCDC116	ENSG00000161180	chr22	1.1466e+00	1.9608e-01
CCDC117	150275	NA	2.0200e-01	-7.9569e-01
CCDC117	ENSG00000159873	chr22	2.0200e-01	-7.9569e-01
CCDC12	151903	NA	1.4955e+00	3.5367e-01
CCDC12	ENSG00000160799	chr3	1.4955e+00	3.5367e-01
CCDC120	90060	NA	6.4675e-01	1.2358e-01
CCDC120	ENSG00000147144	chrX	6.4675e-01	1.2358e-01
CCDC121	79635	NA	NA	1.6175e+00
CCDC121	ENSG00000176714	chr2	NA	1.6175e+00
CCDC122	160857	NA	1.3466e+00	1.2172e-01
CCDC122	ENSG00000151773	chr13	1.3466e+00	1.2172e-01
CCDC124	115098	NA	7.9156e-01	8.1150e-01
CCDC124	ENSG00000007080	chr19	7.9156e-01	8.1150e-01
CCDC125	202243	NA	9.6572e-01	5.7192e-01
CCDC125	ENSG00000183323	chr5	9.6572e-01	5.7192e-01
CCDC126	90693	NA	9.0123e-01	4.3891e-01
CCDC126	ENSG00000169193	chr7	9.0123e-01	4.3891e-01
CCDC127	133957	NA	1.5345e+00	1.2327e+00
CCDC127	ENSG00000164366	chr5	1.5345e+00	1.2327e+00
CCDC13	152206	NA	9.7883e-01	7.1323e-01
CCDC13	ENSG00000244607	chr3	9.7883e-01	7.1323e-01
CCDC134	79879	NA	1.4528e+00	6.4738e-01
CCDC134	ENSG00000100147	chr22	1.4528e+00	6.4738e-01
CCDC136	64753	NA	8.3637e-01	1.9907e+00
CCDC136	ENSG00000128596	chr7	8.3637e-01	1.9907e+00
CCDC137	339230	NA	1.1086e+00	-8.0143e-01
CCDC137	ENSG00000185298	chr17	1.1086e+00	-8.0143e-01
CCDC138	165055	NA	9.8386e-01	-8.8431e-01
CCDC138	ENSG00000163006	chr2	9.8386e-01	-8.8431e-01
CCDC14	64770	NA	1.0631e+00	1.7169e-02
CCDC14	ENSG00000175455	chr3	1.0631e+00	1.7169e-02
CCDC141	ENSG00000163492	chr2	1.0550e+00	-1.1448e+00
CCDC142	84865	NA	9.8029e-01	5.7869e-01
CCDC142	ENSG00000135637	chr2	9.8029e-01	5.7869e-01
CCDC144A	9720	NA	3.6996e-01	9.4150e+00
CCDC144A	ENSG00000170160	chr17	3.6996e-01	9.4150e+00
CCDC146	57639	NA	9.1697e-01	1.3223e+00
CCDC146	ENSG00000135205	chr7	9.1697e-01	1.3223e+00
CCDC148	130940	NA	1.2381e+00	-3.3395e-01
CCDC148	ENSG00000153237	chr2	1.2381e+00	-3.3395e-01
CCDC149	91050	NA	9.6391e-01	1.3348e+00
CCDC149	ENSG00000181982	chr4	9.6391e-01	1.3348e+00
CCDC15	80071	NA	1.0785e+00	-1.4677e-01
CCDC15	ENSG00000149548	chr11	1.0785e+00	-1.4677e-01
CCDC150	284992	NA	1.1046e+00	-5.2566e-01
CCDC150	ENSG00000144395	chr2	1.1046e+00	-5.2566e-01
CCDC152	100129792	NA	1.2782e+00	8.2655e-01
CCDC152	ENSG00000198865	chr5	1.2782e+00	8.2655e-01
CCDC153	283152	NA	1.2369e+00	6.2954e-01
CCDC153	ENSG00000248712	chr11	1.2369e+00	6.2954e-01
CCDC154	645811	NA	1.2374e+00	-3.4185e-01
CCDC154	ENSG00000197599	chr16	1.2374e+00	-3.4185e-01
CCDC157	550631	NA	1.0487e+00	5.6046e-01
CCDC157	ENSG00000187860	chr22	1.0487e+00	5.6046e-01
CCDC158	ENSG00000163749	chr4	9.7667e-01	4.8472e-01
CCDC159	126075	NA	1.0224e+00	3.4240e-01
CCDC159	ENSG00000183401	chr19	1.0224e+00	3.4240e-01
CCDC160	347475	NA	NA	-3.3115e-01
CCDC160	ENSG00000203952	chrX	NA	-3.3115e-01
CCDC163	126661	NA	2.5354e+00	-1.8482e+00
CCDC163	ENSG00000280670	chr1	2.5354e+00	-1.8482e+00
CCDC166	100130274	NA	1.7665e+00	-1.1942e+00
CCDC166	ENSG00000255181	chr8	1.7665e+00	-1.1942e+00
CCDC167	154467	NA	1.8127e+00	-3.4244e-02
CCDC167	ENSG00000198937	chr6	1.8127e+00	-3.4244e-02
CCDC168	643677	NA	1.5101e+00	1.1605e+00
CCDC168	ENSG00000175820	chr13	1.5101e+00	1.1605e+00
CCDC169	728591	NA	1.1314e+00	2.5226e-02
CCDC169	ENSG00000242715	chr13	1.1314e+00	2.5226e-02
CCDC169-SOHLH2	100526761	NA	7.3105e-01	1.3845e+00
CCDC169-SOHLH2	ENSG00000250709	chr13	7.3105e-01	1.3845e+00
CCDC17	149483	NA	1.4008e+00	-5.1623e-01
CCDC17	ENSG00000159588	chr1	1.4008e+00	-5.1623e-01
CCDC170	80129	NA	1.1615e+00	-2.8845e-01
CCDC170	ENSG00000120262	chr6	1.1615e+00	-2.8845e-01
CCDC171	203238	NA	1.1920e+00	-4.9141e+00
CCDC171	ENSG00000164989	chr9	1.1920e+00	-4.9141e+00
CCDC172	374355	NA	1.0710e+00	-1.7323e-01
CCDC172	ENSG00000182645	chr10	1.0710e+00	-1.7323e-01
CCDC173	129881	NA	1.2483e+00	4.9868e-01
CCDC173	ENSG00000154479	chr2	1.2483e+00	4.9868e-01
CCDC174	51244	NA	8.5307e-01	6.1065e-01
CCDC174	ENSG00000154781	chr3	8.5307e-01	6.1065e-01
CCDC175	729665	NA	1.0301e+00	5.3269e-01
CCDC175	ENSG00000151838	chr14	1.0301e+00	5.3269e-01
CCDC177	56936	NA	8.6823e-01	1.3208e+00
CCDC177	ENSG00000267909	chr14	8.6823e-01	1.3208e+00
CCDC178	374864	NA	1.2855e+00	-5.3508e-01
CCDC178	ENSG00000166960	chr18	1.2441e+00	-5.8537e-01
CCDC179	100500938	NA	2.1302e+00	-2.1336e-01
CCDC179	ENSG00000255359	chr11	2.1302e+00	-2.1336e-01
CCDC18	ENSG00000122483	chr1	9.1442e-01	1.5574e+00
CCDC180	100499483	NA	8.4127e-01	1.1768e+00
CCDC180	ENSG00000197816	chr9	8.4127e-01	1.1768e+00
CCDC181	57821	NA	7.9075e-01	1.1815e+00
CCDC181	ENSG00000117477	chr1	7.9075e-01	1.1815e+00
CCDC182	101927581	NA	1.0216e+00	-3.7224e-01
CCDC182	ENSG00000166329	chr17	1.0216e+00	-3.7224e-01
CCDC183	84960	NA	1.1918e+00	-1.2951e+00
CCDC183	ENSG00000213213	chr9	1.1918e+00	-1.2951e+00
CCDC184	387856	NA	1.7541e+00	1.0199e-01
CCDC184	ENSG00000177875	chr12	1.7541e+00	1.0199e-01
CCDC185	164127	NA	NA	-2.3261e+00
CCDC185	ENSG00000178395	chr1	NA	-2.3261e+00
CCDC186	55088	NA	5.4693e-01	1.6241e+00
CCDC186	ENSG00000165813	chr10	5.4693e-01	1.6241e+00
CCDC187	399693	NA	1.1320e+00	1.2126e+00
CCDC187	ENSG00000260220	chr9	1.1320e+00	1.2126e+00
CCDC188	388849	NA	9.6072e-01	1.1283e+00
CCDC188	ENSG00000234409	chr22	9.6072e-01	1.1283e+00
CCDC189	90835	NA	1.2245e+00	-1.5430e-01
CCDC189	ENSG00000196118	chr16	1.2245e+00	-1.5430e-01
CCDC190	339512	NA	1.2043e+00	-4.6292e-01
CCDC190	ENSG00000185860	chr1	1.2985e+00	-4.6809e-01
CCDC191	57577	NA	1.0262e+00	1.4742e+00
CCDC191	ENSG00000163617	chr3	1.0262e+00	1.4742e+00
CCDC194	110806280	NA	2.9704e+00	-5.7742e-01
CCDC194	ENSG00000269720	chr19	2.9704e+00	-5.7742e-01
CCDC197	256369	NA	2.5265e+00	-3.7126e+00
CCDC197	ENSG00000175699	chr14	2.5265e+00	-3.7126e+00
CCDC198	55195	NA	7.5078e-01	-4.8962e-01
CCDC198	ENSG00000100557	chr14	7.5078e-01	-4.8962e-01
CCDC22	28952	NA	1.7244e-01	1.7394e+00
CCDC22	ENSG00000101997	chrX	1.7244e-01	1.7394e+00
CCDC24	149473	NA	1.4321e+00	-7.5386e-01
CCDC24	ENSG00000159214	chr1	1.4321e+00	-7.5386e-01
CCDC25	55246	NA	6.8833e-01	1.9317e+00
CCDC25	ENSG00000147419	chr8	6.8833e-01	1.9317e+00
CCDC27	148870	NA	1.2000e+00	-8.4507e-02
CCDC27	ENSG00000162592	chr1	1.2000e+00	-8.4507e-02
CCDC28A	25901	NA	1.5288e+00	1.1951e+00
CCDC28A	ENSG00000024862	chr6	1.5288e+00	1.1951e+00
CCDC28B	79140	NA	1.3649e+00	1.0407e+00
CCDC28B	ENSG00000160050	chr1	1.3649e+00	1.0407e+00
CCDC3	83643	NA	1.5751e+00	-1.4397e+00
CCDC3	ENSG00000151468	chr10	1.5751e+00	-1.4397e+00
CCDC30	ENSG00000186409	chr1	8.5232e-01	1.8308e+00
CCDC32	90416	NA	7.7990e-01	3.3461e-01
CCDC32	ENSG00000128891	chr15	7.7990e-01	3.3461e-01
CCDC33	80125	NA	1.2142e+00	-6.2973e-02
CCDC33	ENSG00000140481	chr15	1.2142e+00	-6.2973e-02
CCDC34	91057	NA	1.1816e+00	-2.7551e-01
CCDC34	ENSG00000109881	chr11	1.1816e+00	-2.7551e-01
CCDC38	120935	NA	1.1585e+00	2.1788e-01
CCDC38	ENSG00000165972	chr12	1.1585e+00	2.1788e-01
CCDC39	339829	NA	1.0920e+00	1.5214e-01
CCDC39	ENSG00000284862	chr3	1.0920e+00	1.5214e-01
CCDC40	55036	NA	9.8290e-01	4.5004e-01
CCDC40	ENSG00000141519	chr17	9.8290e-01	4.5004e-01
CCDC42	146849	NA	1.2194e+00	7.8306e-01
CCDC42	ENSG00000161973	chr17	1.2194e+00	7.8306e-01
CCDC43	124808	NA	8.7307e-01	5.6950e-01
CCDC43	ENSG00000180329	chr17	8.7307e-01	5.6950e-01
CCDC47	57003	NA	8.7973e-01	1.2013e+00
CCDC47	ENSG00000108588	chr17	8.7973e-01	1.2013e+00
CCDC50	152137	NA	9.6466e-01	3.6693e-01
CCDC50	ENSG00000152492	chr3	9.6466e-01	3.6693e-01
CCDC51	79714	NA	1.4067e+00	9.9492e-01
CCDC51	ENSG00000164051	chr3	1.4067e+00	9.9492e-01
CCDC54	84692	NA	2.1627e+00	2.2189e-01
CCDC54	ENSG00000138483	chr3	2.1627e+00	2.2189e-01
CCDC57	ENSG00000176155	chr17	1.1568e+00	2.4303e-01
CCDC59	29080	NA	1.2215e+00	-1.9617e+00
CCDC59	ENSG00000133773	chr12	1.2215e+00	-1.9617e+00
CCDC6	8030	NA	5.1368e-01	4.0727e+00
CCDC6	ENSG00000108091	chr10	5.1368e-01	4.0727e+00
CCDC60	160777	NA	1.0666e+00	5.4351e-01
CCDC60	ENSG00000183273	chr12	1.0666e+00	5.4351e-01
CCDC61	729440	NA	1.0932e+00	1.2684e+00
CCDC61	ENSG00000104983	chr19	1.0932e+00	1.2684e+00
CCDC62	84660	NA	1.0835e+00	1.5796e+00
CCDC62	ENSG00000130783	chr12	1.0835e+00	1.5796e+00
CCDC63	160762	NA	1.0658e+00	8.5506e-01
CCDC63	ENSG00000173093	chr12	1.0658e+00	8.5506e-01
CCDC65	85478	NA	1.0415e+00	5.6423e-01
CCDC65	ENSG00000139537	chr12	1.0415e+00	5.6423e-01
CCDC66	285331	NA	1.1973e+00	-6.5719e-01
CCDC66	ENSG00000180376	chr3	1.1973e+00	-6.5719e-01
CCDC68	80323	NA	1.2260e+00	4.5461e-01
CCDC68	ENSG00000166510	chr18	1.2260e+00	4.5461e-01
CCDC69	26112	NA	1.2351e+00	-7.0023e-01
CCDC69	ENSG00000198624	chr5	1.2351e+00	-7.0023e-01
CCDC7	ENSG00000216937	chr10	1.0503e+00	-6.4073e-01
CCDC70	83446	NA	1.0030e+00	-9.5050e-01
CCDC70	ENSG00000123171	chr13	1.0030e+00	-9.5050e-01
CCDC71	64925	NA	NA	1.7298e-01
CCDC71	ENSG00000177352	chr3	NA	1.7298e-01
CCDC71L	168455	NA	1.1581e+00	3.7981e-01
CCDC71L	ENSG00000253276	chr7	1.1581e+00	3.7981e-01
CCDC73	493860	NA	9.6675e-01	1.7283e+00
CCDC73	ENSG00000186714	chr11	9.6675e-01	1.7283e+00
CCDC74A	90557	NA	1.3258e+00	1.3456e+00
CCDC74A	ENSG00000163040	chr2	1.3258e+00	1.3456e+00
CCDC74B	91409	NA	1.1908e+00	1.0169e+00
CCDC74B	ENSG00000152076	chr2	1.1908e+00	1.0169e+00
CCDC77	84318	NA	1.0472e+00	1.1989e-01
CCDC77	ENSG00000120647	chr12	1.0472e+00	1.1989e-01
CCDC78	124093	NA	1.5206e+00	-2.0895e+00
CCDC78	ENSG00000162004	chr16	1.5206e+00	-2.0895e+00
CCDC8	83987	NA	2.2809e+00	-1.8917e-01
CCDC8	ENSG00000169515	chr19	2.2809e+00	-1.8917e-01
CCDC80	151887	NA	7.8997e-01	-7.8301e-02
CCDC80	ENSG00000091986	chr3	7.8997e-01	-7.8301e-02
CCDC81	60494	NA	1.1387e+00	-1.9671e-01
CCDC81	ENSG00000149201	chr11	1.1387e+00	-1.9671e-01
CCDC82	79780	NA	9.8821e-01	7.6305e-01
CCDC82	ENSG00000149231	chr11	9.8821e-01	7.6305e-01
CCDC83	220047	NA	1.3524e+00	-8.6413e-01
CCDC83	ENSG00000150676	chr11	1.3524e+00	-8.6413e-01
CCDC85A	114800	NA	9.9226e-01	-1.2207e+00
CCDC85A	ENSG00000055813	chr2	9.9226e-01	-1.2207e+00
CCDC85B	11007	NA	1.0613e+00	1.7379e+00
CCDC85B	ENSG00000175602	chr11	1.0613e+00	1.7379e+00
CCDC85C	317762	NA	6.9723e-01	9.4459e-01
CCDC85C	ENSG00000205476	chr14	6.9723e-01	9.4459e-01
CCDC86	79080	NA	1.0464e+00	3.3836e-01
CCDC86	ENSG00000110104	chr11	1.0464e+00	3.3836e-01
CCDC87	55231	NA	NA	-3.9979e-01
CCDC87	ENSG00000182791	chr11	NA	-3.9979e-01
CCDC88A	55704	NA	2.8907e-01	2.6970e+00
CCDC88A	ENSG00000115355	chr2	2.8907e-01	2.6970e+00
CCDC88B	283234	NA	8.6520e-01	1.3810e+00
CCDC88B	ENSG00000168071	chr11	8.6520e-01	1.3810e+00
CCDC88C	440193	NA	7.6196e-01	6.5355e-01
CCDC88C	ENSG00000015133	chr14	7.6196e-01	6.5355e-01
CCDC89	220388	NA	1.3106e+00	-8.4581e-01
CCDC89	ENSG00000179071	chr11	1.3106e+00	-8.4581e-01
CCDC9	26093	NA	9.9805e-01	-1.1909e+00
CCDC9	ENSG00000105321	chr19	9.9805e-01	-1.1909e+00
CCDC90B	60492	NA	9.8737e-01	7.0895e-02
CCDC90B	ENSG00000137500	chr11	9.1284e-01	-4.9226e-01
CCDC91	55297	NA	9.4498e-01	-1.0516e-01
CCDC91	ENSG00000123106	chr12	9.6634e-01	-1.0341e-01
CCDC92	80212	NA	7.8134e-01	8.2120e-01
CCDC92	ENSG00000119242	chr12	7.8134e-01	8.2120e-01
CCDC92B	ENSG00000277200	chr17	1.1178e+00	-2.3265e-01
CCDC93	54520	NA	6.9743e-01	1.2217e+00
CCDC93	ENSG00000125633	chr2	6.9743e-01	1.2217e+00
CCDC96	257236	NA	1.7593e+00	-1.6335e+00
CCDC96	ENSG00000173013	chr4	1.7593e+00	-1.6335e+00
CCDC97	90324	NA	1.0986e+00	1.0673e+00
CCDC97	ENSG00000142039	chr19	1.0986e+00	1.0673e+00
CCDC9B	388115	NA	1.1026e+00	-1.8427e-01
CCDC9B	ENSG00000188549	chr15	1.1026e+00	-1.8427e-01
CCER1	196477	NA	NA	-9.0292e-01
CCER1	ENSG00000197651	chr12	NA	-9.0292e-01
CCER2	643669	NA	1.0732e+00	-1.4474e-01
CCER2	ENSG00000262484	chr19	1.0732e+00	-1.4474e-01
CCHCR1	54535	NA	9.6458e-01	2.1857e+00
CCHCR1	ENSG00000204536	chr6	9.4488e-01	2.3480e+00
CCIN	881	NA	7.1801e-01	2.1102e+00
CCIN	ENSG00000185972	chr9	7.1801e-01	2.1102e+00
CCK	885	NA	1.8103e+00	7.7196e-01
CCK	ENSG00000187094	chr3	1.8103e+00	7.7196e-01
CCKAR	886	NA	1.0139e+00	-1.6978e-01
CCKAR	ENSG00000163394	chr4	1.0139e+00	-1.6978e-01
CCKBR	887	NA	1.2735e+00	-5.9336e-01
CCKBR	ENSG00000110148	chr11	1.2735e+00	-5.9336e-01
CCL1	6346	NA	2.0925e+00	1.4682e-01
CCL1	ENSG00000108702	chr17	2.0925e+00	1.4682e-01
CCL11	6356	NA	1.8065e+00	-7.1031e-01
CCL11	ENSG00000172156	chr17	1.8065e+00	-7.1031e-01
CCL13	6357	NA	1.6020e+00	-1.1040e-01
CCL13	ENSG00000181374	chr17	1.6020e+00	-1.1040e-01
CCL14	6358	NA	1.7601e+00	-3.4228e-01
CCL14	ENSG00000276409	chr17	1.7601e+00	-3.4228e-01
CCL15	6359	NA	1.3617e+00	3.1536e-01
CCL15	ENSG00000275718	chr17	1.3617e+00	3.1536e-01
CCL15-CCL14	ENSG00000275688	chr17	NA	3.1536e-01
CCL16	6360	NA	1.5723e+00	3.1735e-01
CCL16	ENSG00000275152	chr17	1.5723e+00	3.1735e-01
CCL17	6361	NA	1.9580e+00	4.4290e-01
CCL17	ENSG00000102970	chr16	1.9580e+00	4.4290e-01
CCL18	6362	NA	1.6409e+00	5.2403e-01
CCL18	ENSG00000275385	chr17	1.6409e+00	5.2403e-01
CCL19	6363	NA	1.0799e+00	1.2515e+00
CCL19	ENSG00000172724	chr9	1.0799e+00	1.2515e+00
CCL2	6347	NA	9.4378e-01	1.1833e+00
CCL2	ENSG00000108691	chr17	9.4378e-01	1.1833e+00
CCL20	6364	NA	1.3426e+00	4.2826e-01
CCL20	ENSG00000115009	chr2	1.3426e+00	4.2826e-01
CCL21	6366	NA	1.1847e+00	2.9476e-01
CCL21	ENSG00000137077	chr9	1.1847e+00	2.9476e-01
CCL22	6367	NA	1.7241e+00	3.6870e-01
CCL22	ENSG00000102962	chr16	1.7241e+00	3.6870e-01
CCL23	6368	NA	1.4322e+00	-3.2985e-01
CCL23	ENSG00000274736	chr17	1.4322e+00	-3.2985e-01
CCL24	6369	NA	1.3753e+00	7.4316e-01
CCL24	ENSG00000106178	chr7	1.3753e+00	7.4316e-01
CCL25	6370	NA	1.1021e+00	9.5540e-01
CCL25	ENSG00000131142	chr19	1.1021e+00	9.5540e-01
CCL26	10344	NA	1.5795e+00	-2.0384e-01
CCL26	ENSG00000006606	chr7	1.5795e+00	-2.0384e-01
CCL27	10850	NA	1.8760e+00	-5.4857e-04
CCL27	ENSG00000213927	chr9	1.8760e+00	-5.4857e-04
CCL28	56477	NA	1.2880e+00	4.1404e-01
CCL28	ENSG00000151882	chr5	1.2880e+00	4.1404e-01
CCL3	6348	NA	1.4616e+00	3.4058e-01
CCL3	ENSG00000277632	chr17	1.4616e+00	3.4058e-01
CCL3L3	414062	NA	1.3226e+00	9.4733e-01
CCL3L3	ENSG00000276085	chr17	1.3226e+00	9.4733e-01
CCL4	6351	NA	1.3947e+00	2.1205e-01
CCL4	ENSG00000275302	chr17	1.3947e+00	2.1205e-01
CCL4L2	9560	NA	1.3217e+00	1.8282e+00
CCL4L2	ENSG00000276070	chr17	1.3217e+00	1.8282e+00
CCL5	6352	NA	1.1627e+00	6.7072e-03
CCL5	ENSG00000271503	chr17	1.1627e+00	6.7072e-03
CCL7	6354	NA	2.0425e+00	-8.1523e-01
CCL7	ENSG00000108688	chr17	2.0425e+00	-8.1523e-01
CCL8	6355	NA	1.1728e+00	-3.4873e-01
CCL8	ENSG00000108700	chr17	1.1728e+00	-3.4873e-01
CCM2	83605	NA	7.7767e-01	1.7638e+00
CCM2	ENSG00000136280	chr7	7.7767e-01	1.7638e+00
CCM2L	140706	NA	8.7936e-01	1.6780e+00
CCM2L	ENSG00000101331	chr20	8.7936e-01	1.6780e+00
CCN1	3491	NA	5.1017e-01	4.8002e-01
CCN1	ENSG00000142871	chr1	5.1017e-01	4.8002e-01
CCN2	1490	NA	9.4681e-01	5.6824e-01
CCN2	ENSG00000118523	chr6	9.4681e-01	5.6824e-01
CCN3	4856	NA	8.6987e-01	-1.9330e-01
CCN3	ENSG00000136999	chr8	8.6987e-01	-1.9330e-01
CCN4	8840	NA	1.1087e+00	-1.0233e-03
CCN4	ENSG00000104415	chr8	1.1087e+00	-1.0233e-03
CCN5	8839	NA	1.3616e+00	-5.5575e-01
CCN5	ENSG00000064205	chr20	1.3616e+00	-5.5575e-01
CCN6	8838	NA	1.1178e+00	9.3917e-01
CCN6	ENSG00000112761	chr6	1.1178e+00	9.3917e-01
CCNA1	8900	NA	6.0189e-01	1.9289e+00
CCNA1	ENSG00000133101	chr13	6.0189e-01	1.9289e+00
CCNA2	890	NA	1.5690e-01	2.7632e+00
CCNA2	ENSG00000145386	chr4	1.5690e-01	2.7632e+00
CCNB1	891	NA	8.1240e-01	8.1970e-01
CCNB1	ENSG00000134057	chr5	8.1240e-01	8.1970e-01
CCNB1IP1	57820	NA	8.5384e-01	1.4834e+00
CCNB1IP1	ENSG00000100814	chr14	8.5384e-01	1.4834e+00
CCNB2	9133	NA	9.9768e-01	-3.2721e-02
CCNB2	ENSG00000157456	chr15	9.9768e-01	-3.2721e-02
CCNB3	85417	NA	2.8572e-01	1.2064e+00
CCNB3	ENSG00000147082	chrX	2.8572e-01	1.2064e+00
CCNC	892	NA	5.5806e-01	2.9977e+00
CCNC	ENSG00000112237	chr6	5.5806e-01	2.9977e+00
CCND1	595	NA	6.0250e-01	1.2450e+00
CCND1	ENSG00000110092	chr11	6.0250e-01	1.2450e+00
CCND2	894	NA	3.9176e-01	3.0554e+00
CCND2	ENSG00000118971	chr12	3.9176e-01	3.0554e+00
CCND3	896	NA	5.4661e-01	1.5372e+00
CCND3	ENSG00000112576	chr6	5.4661e-01	1.5372e+00
CCNDBP1	23582	NA	1.2499e+00	1.2275e-01
CCNDBP1	ENSG00000166946	chr15	1.2499e+00	1.2275e-01
CCNE1	898	NA	2.6676e-01	1.5959e+00
CCNE1	ENSG00000105173	chr19	2.6676e-01	1.5959e+00
CCNE2	9134	NA	4.6952e-01	1.8962e+00
CCNE2	ENSG00000175305	chr8	4.6952e-01	1.8962e+00
CCNF	899	NA	4.7627e-01	1.2262e+00
CCNF	ENSG00000162063	chr16	4.7627e-01	1.2262e+00
CCNG1	900	NA	6.8858e-01	1.0865e+00
CCNG1	ENSG00000113328	chr5	6.8858e-01	1.0865e+00
CCNG2	901	NA	7.9725e-01	7.0775e-01
CCNG2	ENSG00000138764	chr4	7.9725e-01	7.0775e-01
CCNH	902	NA	9.9920e-01	5.7196e-01
CCNH	ENSG00000134480	chr5	9.9920e-01	5.7196e-01
CCNI	10983	NA	6.4169e-01	1.1281e+00
CCNI	ENSG00000118816	chr4	6.4169e-01	1.1281e+00
CCNI2	645121	NA	1.2956e+00	6.6182e-01
CCNI2	ENSG00000205089	chr5	1.2956e+00	6.6182e-01
CCNJ	54619	NA	4.6932e-01	2.4661e+00
CCNJ	ENSG00000107443	chr10	4.6932e-01	2.4661e+00
CCNJL	79616	NA	1.3198e+00	-2.3387e-01
CCNJL	ENSG00000135083	chr5	1.3198e+00	-2.3387e-01
CCNK	8812	NA	2.4156e-01	3.9099e+00
CCNK	ENSG00000090061	chr14	2.4156e-01	3.9099e+00
CCNL1	57018	NA	3.4093e-01	3.0325e+00
CCNL1	ENSG00000163660	chr3	3.4093e-01	3.0325e+00
CCNL2	81669	NA	6.4981e-01	5.4554e-02
CCNL2	ENSG00000221978	chr1	6.4981e-01	5.4554e-02
CCNO	10309	NA	1.4126e+00	-1.2856e+00
CCNO	ENSG00000152669	chr5	1.4126e+00	-1.2856e+00
CCNP	79935	NA	1.3639e+00	-3.2390e-01
CCNP	ENSG00000105219	chr19	1.3639e+00	-3.2390e-01
CCNQ	92002	NA	4.3806e-01	2.1907e+00
CCNQ	ENSG00000262919	chrX	4.3806e-01	2.1907e+00
CCNT1	904	NA	3.9687e-01	2.0201e+00
CCNT1	ENSG00000129315	chr12	3.9687e-01	2.0201e+00
CCNT2	905	NA	3.8156e-01	2.2324e+00
CCNT2	ENSG00000082258	chr2	3.8156e-01	2.2324e+00
CCNY	219771	NA	6.5131e-01	1.3724e+00
CCNY	ENSG00000108100	chr10	6.5131e-01	1.3724e+00
CCNYL1	151195	NA	5.5037e-01	2.0825e+00
CCNYL1	ENSG00000163249	chr2	5.5037e-01	2.0825e+00
CCP110	9738	NA	5.2561e-01	2.1406e+00
CCP110	ENSG00000103540	chr16	5.2561e-01	2.1406e+00
CCPG1	9236	NA	7.2378e-01	4.9605e-01
CCPG1	ENSG00000260916	chr15	7.2378e-01	4.9605e-01
CCR1	1230	NA	1.7540e+01	1.7663e+00
CCR1	ENSG00000163823	chr3	1.7540e+01	1.7663e+00
CCR10	2826	NA	1.5302e+00	1.3123e+00
CCR10	ENSG00000184451	chr17	1.5302e+00	1.3123e+00
CCR2	729230	NA	NA	6.5148e-01
CCR2	ENSG00000121807	chr3	NA	6.5148e-01
CCR3	1232	NA	NA	3.7752e-01
CCR3	ENSG00000183625	chr3	NA	3.7752e-01
CCR4	1233	NA	9.2014e-01	1.0008e+00
CCR4	ENSG00000183813	chr3	9.2014e-01	1.0008e+00
CCR5	1234	NA	NA	-8.7665e-01
CCR5	ENSG00000160791	chr3	NA	-8.7665e-01
CCR6	1235	NA	2.0705e+00	2.7912e+00
CCR6	ENSG00000112486	chr6	2.0705e+00	2.7912e+00
CCR7	1236	NA	7.0118e-01	2.7354e+00
CCR7	ENSG00000126353	chr17	7.0118e-01	2.7354e+00
CCR8	1237	NA	NA	1.2413e+00
CCR8	ENSG00000179934	chr3	NA	1.2413e+00
CCR9	10803	NA	1.0566e+00	1.1943e+00
CCR9	ENSG00000173585	chr3	1.0566e+00	1.1943e+00
CCRL2	9034	NA	NA	-8.1096e-01
CCRL2	ENSG00000121797	chr3	NA	-8.1096e-01
CCS	9973	NA	1.2099e+00	7.3481e-01
CCS	ENSG00000173992	chr11	1.2099e+00	7.3481e-01
CCSAP	126731	NA	9.8638e-01	6.4023e-01
CCSAP	ENSG00000154429	chr1	9.8638e-01	6.4023e-01
CCSER1	ENSG00000184305	chr4	6.4887e-01	-7.1635e-01
CCSER2	54462	NA	6.3738e-01	-6.2391e-02
CCSER2	ENSG00000107771	chr10	6.3738e-01	-6.2391e-02
CCT2	10576	NA	4.3208e-01	1.6793e+00
CCT2	ENSG00000166226	chr12	4.3208e-01	1.6793e+00
CCT3	7203	NA	2.5985e-01	1.3254e+00
CCT3	ENSG00000163468	chr1	2.5985e-01	1.3254e+00
CCT4	10575	NA	4.0826e-01	1.1160e+00
CCT4	ENSG00000115484	chr2	4.0826e-01	1.1160e+00
CCT5	22948	NA	2.1512e-01	2.1775e+00
