Gene	Gene name	nTPM
ENSG00000167705	RILP	3.5
ENSG00000167711	SERPINF2	44.8
ENSG00000167716	WDR81	3.3
ENSG00000167720	SRR	15.7
ENSG00000167721	TSR1	11.6
ENSG00000167723	TRPV3	0.5
ENSG00000167733	HSD11B1L	2.7
ENSG00000167740	CYB5D2	13.6
ENSG00000167741	GGT6	0.7
ENSG00000167748	KLK1	9.5
ENSG00000167749	KLK4	0.0
ENSG00000167751	KLK2	1.6
ENSG00000167754	KLK5	0.0
ENSG00000167755	KLK6	0.0
ENSG00000167757	KLK11	0.0
ENSG00000167759	KLK13	0.0
ENSG00000167766	ZNF83	5.0
ENSG00000167767	KRT80	0.0
ENSG00000167768	KRT1	2.3
ENSG00000167769	ACER1	1.2
ENSG00000167770	OTUB1	309.9
ENSG00000167771	RCOR2	0.0
ENSG00000167772	ANGPTL4	3.3
ENSG00000167775	CD320	220.5
ENSG00000167778	SPRYD3	47.5
ENSG00000167779	IGFBP6	31.7
ENSG00000167780	SOAT2	1.1
ENSG00000167785	ZNF558	2.0
ENSG00000167791	CABP2	0.0
ENSG00000167792	NDUFV1	110.9
ENSG00000167797	CDK2AP2	795.6
ENSG00000167799	NUDT8	13.8
ENSG00000167800	TBX10	0.0
ENSG00000167815	PRDX2	699.4
ENSG00000167822	OR8J3	0.0
ENSG00000167825	OR5I1	0.0
ENSG00000167840	ZNF232	6.0
ENSG00000167842	MIS12	16.1
ENSG00000167850	CD300C	243.7
ENSG00000167851	CD300A	847.4
ENSG00000167858	TEKT1	0.0
ENSG00000167861	HID1	2.6
ENSG00000167862	MRPL58	67.4
ENSG00000167863	ATP5PD	542.1
ENSG00000167874	TMEM88	1.3
ENSG00000167880	EVPL	0.3
ENSG00000167881	SRP68	45.6
ENSG00000167889	MGAT5B	0.0
ENSG00000167895	TMC8	12.2
ENSG00000167900	TK1	34.1
ENSG00000167904	TMEM68	34.2
ENSG00000167910	CYP7A1	0.0
ENSG00000167914	GSDMA	2.6
ENSG00000167916	KRT24	0.4
ENSG00000167925	GHDC	4.1
ENSG00000167930	FAM234A	18.1
ENSG00000167941	SOST	0.4
ENSG00000167962	ZNF598	0.2
ENSG00000167964	RAB26	0.1
ENSG00000167965	MLST8	30.2
ENSG00000167967	E4F1	11.9
ENSG00000167968	DNASE1L2	0.2
ENSG00000167969	ECI1	4.9
ENSG00000167971	CASKIN1	0.0
ENSG00000167972	ABCA3	0.4
ENSG00000167977	KCTD5	63.7
ENSG00000167978	SRRM2	85.7
ENSG00000167981	ZNF597	8.8
ENSG00000167984	NLRC3	3.1
ENSG00000167985	SDHAF2	127.0
ENSG00000167986	DDB1	61.2
ENSG00000167987	VPS37C	3.8
ENSG00000167992	VWCE	0.0
ENSG00000167994	RAB3IL1	0.0
ENSG00000167995	BEST1	37.8
ENSG00000167996	FTH1	45684.1
ENSG00000168000	BSCL2	56.0
ENSG00000168002	POLR2G	230.8
ENSG00000168003	SLC3A2	305.2
ENSG00000168004	PLAAT5	16.4
ENSG00000168005	SPINDOC	0.5
ENSG00000168010	ATG16L2	59.8
ENSG00000168014	C2CD3	21.8
ENSG00000168016	TRANK1	116.0
ENSG00000168026	TTC21A	0.7
ENSG00000168028	RPSA	1547.9
ENSG00000168032	ENTPD3	3.5
ENSG00000168036	CTNNB1	12.6
ENSG00000168038	ULK4	7.8
ENSG00000168040	FADD	88.9
ENSG00000168056	LTBP3	55.7
ENSG00000168060	NAALADL1	183.1
ENSG00000168061	SAC3D1	1.6
ENSG00000168062	BATF2	7.4
ENSG00000168065	SLC22A11	0.0
ENSG00000168066	SF1	13.8
ENSG00000168067	MAP4K2	15.9
ENSG00000168070	MAJIN	1.3
ENSG00000168071	CCDC88B	9.2
ENSG00000168077	SCARA3	0.0
ENSG00000168078	PBK	0.4
ENSG00000168079	SCARA5	21.1
ENSG00000168081	PNOC	261.7
ENSG00000168090	COPS6	232.4
ENSG00000168092	PAFAH1B2	66.4
ENSG00000168096	ANKS3	2.2
ENSG00000168101	NUDT16L1	93.8
ENSG00000168116	KIAA1586	5.4
ENSG00000168118	RAB4A	32.8
ENSG00000168124	OR1F1	0.3
ENSG00000168131	OR2B2	0.0
ENSG00000168135	KCNJ4	0.0
ENSG00000168137	SETD5	1.3
ENSG00000168140	VASN	0.0
ENSG00000168143	FAM83B	0.2
ENSG00000168148	H3-4	0.0
ENSG00000168152	THAP9	1.4
ENSG00000168158	OR2C1	0.2
ENSG00000168159	RNF187	3.6
ENSG00000168172	HOOK3	6.0
ENSG00000168175	MAPK1IP1L	44.2
ENSG00000168209	DDIT4	409.2
ENSG00000168214	RBPJ	221.6
ENSG00000168216	LMBRD1	21.2
ENSG00000168228	ZCCHC4	4.4
ENSG00000168229	PTGDR	90.5
ENSG00000168234	TTC39C	115.6
ENSG00000168237	GLYCTK	6.6
ENSG00000168243	GNG4	0.6
ENSG00000168246	UBTD2	0.7
ENSG00000168255	POLR2J3	8.8
ENSG00000168256	NKIRAS2	54.3
ENSG00000168259	DNAJC7	98.9
ENSG00000168263	KCNV2	0.1
ENSG00000168264	IRF2BP2	17.9
ENSG00000168267	PTF1A	0.0
ENSG00000168268	NT5DC2	1.1
ENSG00000168269	FOXI1	1.5
ENSG00000168273	SMIM4	50.0
ENSG00000168275	COA6	86.2
ENSG00000168280	KIF5C	0.2
ENSG00000168282	MGAT2	49.4
ENSG00000168283	BMI1	15.2
ENSG00000168286	THAP11	31.6
ENSG00000168288	MMADHC	184.1
ENSG00000168291	PDHB	141.2
ENSG00000168297	PXK	73.7
ENSG00000168298	H1-4	258.0
ENSG00000168300	PCMTD1	29.5
ENSG00000168301	KCTD6	26.2
ENSG00000168303	MPLKIP	20.2
ENSG00000168306	ACOX2	0.0
ENSG00000168309	FAM107A	0.1
ENSG00000168310	IRF2	356.7
ENSG00000168314	MOBP	0.0
ENSG00000168329	CX3CR1	451.3
ENSG00000168333	PPDPFL	0.0
ENSG00000168334	XIRP1	0.0
ENSG00000168348	INSM2	0.0
ENSG00000168350	DEGS2	10.9
ENSG00000168356	SCN11A	0.0
ENSG00000168374	ARF4	249.8
ENSG00000168385	SEPTIN2	241.4
ENSG00000168386	FILIP1L	3.0
ENSG00000168389	MFSD2A	24.4
ENSG00000168393	DTYMK	46.7
ENSG00000168394	TAP1	317.6
ENSG00000168395	ING5	21.4
ENSG00000168397	ATG4B	20.4
ENSG00000168398	BDKRB2	0.1
ENSG00000168404	MLKL	48.9
ENSG00000168411	RFWD3	12.2
ENSG00000168412	MTNR1A	0.2
ENSG00000168418	KCNG4	0.4
ENSG00000168421	RHOH	307.9
ENSG00000168427	KLHL30	0.4
ENSG00000168434	COG7	10.0
ENSG00000168438	CDC40	29.6
ENSG00000168439	STIP1	119.0
ENSG00000168447	SCNN1B	0.0
ENSG00000168453	HR	0.0
ENSG00000168454	TXNDC2	0.5
ENSG00000168461	RAB31	138.4
ENSG00000168476	REEP4	64.2
ENSG00000168477	TNXB	0.1
ENSG00000168481	LGI3	0.0
ENSG00000168484	SFTPC	0.0
ENSG00000168487	BMP1	0.6
ENSG00000168488	ATXN2L	5.7
ENSG00000168490	PHYHIP	0.0
ENSG00000168491	CCDC110	0.5
ENSG00000168495	POLR3D	3.5
ENSG00000168496	FEN1	25.2
ENSG00000168497	CAVIN2	121.0
ENSG00000168502	MTCL1	0.0
ENSG00000168505	GBX2	0.0
ENSG00000168509	HJV	0.0
ENSG00000168515	SCGB1D1	0.0
ENSG00000168517	HEXIM2	10.8
ENSG00000168522	FNTA	16.2
ENSG00000168528	SERINC2	10.4
ENSG00000168530	MYL1	0.0
ENSG00000168538	TRAPPC11	25.8
ENSG00000168539	CHRM1	0.0
ENSG00000168542	COL3A1	0.0
ENSG00000168546	GFRA2	9.3
ENSG00000168556	ING2	19.7
ENSG00000168564	CDKN2AIP	61.4
ENSG00000168566	SNRNP48	2.1
ENSG00000168569	TMEM223	82.0
ENSG00000168575	SLC20A2	6.8
ENSG00000168582	CRYGA	0.0
ENSG00000168589	DYNLRB2	1.8
ENSG00000168591	TMUB2	84.1
ENSG00000168594	ADAM29	0.4
ENSG00000168610	STAT3	263.1
ENSG00000168612	ZSWIM1	3.6
ENSG00000168615	ADAM9	4.0
ENSG00000168619	ADAM18	0.0
ENSG00000168621	GDNF	0.0
ENSG00000168631	MUCL3	0.0
ENSG00000168634	WFDC13	0.6
ENSG00000168646	AXIN2	3.2
ENSG00000168653	NDUFS5	362.8
ENSG00000168658	VWA3B	0.0
ENSG00000168661	ZNF30	4.9
ENSG00000168671	UGT3A2	0.0
ENSG00000168672	LRATD2	2.7
ENSG00000168675	LDLRAD4	12.8
ENSG00000168676	KCTD19	2.7
ENSG00000168679	SLC16A4	1.5
ENSG00000168685	IL7R	370.2
ENSG00000168701	TMEM208	168.9
ENSG00000168702	LRP1B	0.1
ENSG00000168703	WFDC12	0.1
ENSG00000168710	AHCYL1	5.4
ENSG00000168724	DNAJC21	6.2
ENSG00000168734	PKIG	378.7
ENSG00000168743	NPNT	0.0
ENSG00000168748	CA7	0.0
ENSG00000168754	FAM178B	0.5
ENSG00000168757	TSPY2	0.0
ENSG00000168758	SEMA4C	1.5
ENSG00000168763	CNNM3	3.5
ENSG00000168765	GSTM4	343.9
ENSG00000168769	TET2	55.7
ENSG00000168772	CXXC4	0.4
ENSG00000168778	TCTN2	2.7
ENSG00000168779	SHOX2	0.4
ENSG00000168781	PPIP5K1	2.4
ENSG00000168785	TSPAN5	6.1
ENSG00000168792	ABHD15	23.6
ENSG00000168795	ZBTB5	0.9
ENSG00000168802	CHTF8	69.2
ENSG00000168803	ADAL	5.9
ENSG00000168806	LCMT2	6.0
ENSG00000168807	SNTB2	1.1
ENSG00000168811	IL12A	2.2
ENSG00000168813	ZNF507	1.1
ENSG00000168818	STX18	37.6
ENSG00000168824	NSG1	59.4
ENSG00000168826	ZBTB49	9.8
ENSG00000168827	GFM1	28.7
ENSG00000168828	OR13J1	0.0
ENSG00000168830	HTR1E	0.0
ENSG00000168843	FSTL5	0.0
ENSG00000168872	DDX19A	10.5
ENSG00000168874	ATOH8	0.1
ENSG00000168875	SOX14	0.0
ENSG00000168876	ANKRD49	85.8
ENSG00000168878	SFTPB	1.1
ENSG00000168883	USP39	53.5
ENSG00000168884	TNIP2	27.2
ENSG00000168887	C2orf68	59.1
ENSG00000168890	TMEM150A	17.9
ENSG00000168894	RNF181	439.3
ENSG00000168899	VAMP5	505.0
ENSG00000168903	BTNL3	22.4
ENSG00000168904	LRRC28	32.0
ENSG00000168906	MAT2A	32.8
ENSG00000168907	PLA2G4F	0.0
ENSG00000168913	ENHO	28.1
ENSG00000168916	ZNF608	2.5
ENSG00000168917	SLC35G2	1.0
ENSG00000168918	INPP5D	20.1
ENSG00000168924	LETM1	12.7
ENSG00000168925	CTRB1	0.0
ENSG00000168928	CTRB2	0.0
ENSG00000168930	TRIM49	0.1
ENSG00000168936	TMEM129	3.7
ENSG00000168938	PPIC	0.0
ENSG00000168939	SPRY3	0.1
ENSG00000168944	CEP120	1.7
ENSG00000168952	STXBP6	1.1
ENSG00000168955	TM4SF20	0.1
ENSG00000168958	MFF	133.2
ENSG00000168959	GRM5	0.3
ENSG00000168961	LGALS9	218.0
ENSG00000168970	JMJD7-PLA2G4B	1.1
ENSG00000168993	CPLX1	0.3
ENSG00000168994	PXDC1	1.2
ENSG00000168995	SIGLEC7	242.7
ENSG00000169006	NTSR2	0.0
ENSG00000169016	E2F6	7.8
ENSG00000169018	FEM1B	4.2
ENSG00000169019	COMMD8	114.6
ENSG00000169020	ATP5ME	1479.6
ENSG00000169021	UQCRFS1	166.0
ENSG00000169026	SLC49A3	1.3
ENSG00000169031	COL4A3	1.0
ENSG00000169032	MAP2K1	13.2
ENSG00000169035	KLK7	0.2
ENSG00000169045	HNRNPH1	90.6
ENSG00000169047	IRS1	0.1
ENSG00000169057	MECP2	48.3
ENSG00000169059	VCX3A	0.0
ENSG00000169062	UPF3A	17.1
ENSG00000169064	ZBBX	0.0
ENSG00000169067	ACTBL2	0.0
ENSG00000169071	ROR2	1.0
ENSG00000169083	AR	0.0
ENSG00000169084	DHRSX	56.6
ENSG00000169085	VXN	0.1
ENSG00000169087	HSPBAP1	30.6
ENSG00000169093	ASMTL	66.0
ENSG00000169100	SLC25A6	1120.1
ENSG00000169105	CHST14	7.5
ENSG00000169116	PARM1	8.1
ENSG00000169118	CSNK1G1	4.5
ENSG00000169122	FAM110B	14.0
ENSG00000169126	ODAD2	0.1
ENSG00000169129	AFAP1L2	1.8
ENSG00000169131	ZNF354A	15.8
ENSG00000169136	ATF5	29.7
ENSG00000169139	UBE2V2	52.5
ENSG00000169154	GOT1L1	0.0
ENSG00000169155	ZBTB43	12.0
ENSG00000169169	CPT1C	0.0
ENSG00000169174	PCSK9	0.0
ENSG00000169180	XPO6	203.4
ENSG00000169181	GSG1L	0.2
ENSG00000169184	MN1	0.0
ENSG00000169188	APEX2	42.0
ENSG00000169189	NSMCE1	214.6
ENSG00000169193	CCDC126	480.6
ENSG00000169194	IL13	0.0
ENSG00000169203	NPIPB12	1.1
ENSG00000169208	OR10G3	0.1
ENSG00000169213	RAB3B	0.2
ENSG00000169214	OR6F1	0.0
ENSG00000169217	CD2BP2	122.4
ENSG00000169218	RSPO1	0.0
ENSG00000169220	RGS14	149.1
ENSG00000169221	TBC1D10B	1.7
ENSG00000169223	LMAN2	824.7
ENSG00000169224	GCSAML	228.8
ENSG00000169228	RAB24	185.4
ENSG00000169230	PRELID1	1200.2
ENSG00000169231	THBS3	1.7
ENSG00000169239	CA5B	22.7
ENSG00000169241	SLC50A1	59.8
ENSG00000169242	EFNA1	11.5
ENSG00000169245	CXCL10	52.5
ENSG00000169246	NPIPB3	33.3
ENSG00000169247	SH3TC2	0.0
ENSG00000169248	CXCL11	0.3
ENSG00000169249	ZRSR2	32.9
ENSG00000169251	NMD3	35.5
ENSG00000169252	ADRB2	151.7
ENSG00000169255	B3GALNT1	22.1
ENSG00000169258	GPRIN1	0.0
ENSG00000169271	HSPB3	0.1
ENSG00000169282	KCNAB1	1.2
ENSG00000169288	MRPL1	29.6
ENSG00000169291	SHE	4.0
ENSG00000169297	NR0B1	0.0
ENSG00000169299	PGM2	67.4
ENSG00000169302	STK32A	0.0
ENSG00000169306	IL1RAPL1	0.0
ENSG00000169313	P2RY12	8.3
ENSG00000169314	C22orf15	1.0
ENSG00000169327	OR5AU1	0.3
ENSG00000169330	MINAR1	0.6
ENSG00000169340	PDILT	2.8
ENSG00000169344	UMOD	0.0
ENSG00000169347	GP2	0.3
ENSG00000169359	SLC33A1	16.2
ENSG00000169371	SNUPN	63.4
ENSG00000169372	CRADD	62.9
ENSG00000169375	SIN3A	7.0
ENSG00000169379	ARL13B	6.4
ENSG00000169385	RNASE2	1355.1
ENSG00000169393	ELSPBP1	0.0
ENSG00000169397	RNASE3	307.0
ENSG00000169398	PTK2	6.3
ENSG00000169402	RSPH10B2	0.0
ENSG00000169403	PTAFR	908.6
ENSG00000169410	PTPN9	2.4
ENSG00000169413	RNASE6	1241.7
ENSG00000169418	NPR1	0.0
ENSG00000169427	KCNK9	0.0
ENSG00000169429	CXCL8	439.6
ENSG00000169432	SCN9A	23.6
ENSG00000169435	RASSF6	2.7
ENSG00000169436	COL22A1	0.0
ENSG00000169439	SDC2	13.7
ENSG00000169442	CD52	22625.4
ENSG00000169446	MMGT1	15.7
ENSG00000169469	SPRR1B	0.0
ENSG00000169474	SPRR1A	0.0
ENSG00000169484	OR4K14	0.0
ENSG00000169488	OR4K15	0.0
ENSG00000169490	TM2D2	64.6
ENSG00000169495	HTRA4	0.5
ENSG00000169499	PLEKHA2	12.7
ENSG00000169504	CLIC4	13.5
ENSG00000169507	SLC38A11	3.8
ENSG00000169508	GPR183	1054.3
ENSG00000169509	CRCT1	0.0
ENSG00000169515	CCDC8	0.8
ENSG00000169519	METTL15	4.4
ENSG00000169548	ZNF280A	0.0
ENSG00000169550	MUC15	0.0
ENSG00000169551	CT55	0.0
ENSG00000169554	ZEB2	47.8
ENSG00000169562	GJB1	0.2
ENSG00000169564	PCBP1	141.7
ENSG00000169567	HINT1	608.8
ENSG00000169570	DTWD2	0.9
ENSG00000169575	VPREB1	5.7
ENSG00000169583	CLIC3	2643.0
ENSG00000169592	INO80E	21.5
ENSG00000169594	BNC1	0.0
ENSG00000169598	DFFB	7.5
ENSG00000169599	NFU1	28.6
ENSG00000169604	ANTXR1	0.1
ENSG00000169605	GKN1	0.0
ENSG00000169607	CKAP2L	0.2
ENSG00000169609	C15orf40	58.5
ENSG00000169612	RAMAC	139.2
ENSG00000169618	PROKR1	0.1
ENSG00000169621	APLF	7.1
ENSG00000169627	BOLA2B	19.7
ENSG00000169629	RGPD8	1.3
ENSG00000169635	HIC2	0.3
ENSG00000169641	LUZP1	39.6
ENSG00000169660	HEXD	9.1
ENSG00000169676	DRD5	0.0
ENSG00000169679	BUB1	1.5
ENSG00000169682	SPNS1	42.1
ENSG00000169683	LRRC45	2.3
ENSG00000169684	CHRNA5	0.9
ENSG00000169688	MT1B	0.1
ENSG00000169689	CENPX	112.6
ENSG00000169692	AGPAT2	112.0
ENSG00000169696	ASPSCR1	24.1
ENSG00000169704	GP9	51.9
ENSG00000169710	FASN	0.2
ENSG00000169714	CNBP	2030.4
ENSG00000169715	MT1E	21.1
ENSG00000169717	ACTRT2	0.0
ENSG00000169718	DUS1L	7.9
ENSG00000169727	GPS1	115.9
ENSG00000169733	RFNG	2.5
ENSG00000169738	DCXR	151.6
ENSG00000169740	ZNF32	50.5
ENSG00000169744	LDB2	2.0
ENSG00000169750	RAC3	0.2
ENSG00000169752	NRG4	0.0
ENSG00000169756	LIMS1	201.9
ENSG00000169758	TMEM266	0.0
ENSG00000169760	NLGN1	0.0
ENSG00000169762	TAPT1	2.5
ENSG00000169764	UGP2	418.1
ENSG00000169777	TAS2R1	0.0
ENSG00000169783	LINGO1	0.0
ENSG00000169789	PRY	0.3
ENSG00000169800	RBMY1F	0.0
ENSG00000169807	PRY2	0.4
ENSG00000169813	HNRNPF	451.9
ENSG00000169814	BTD	78.5
ENSG00000169826	CSGALNACT2	21.9
ENSG00000169836	TACR3	0.0
ENSG00000169840	GSX1	0.0
ENSG00000169851	PCDH7	0.0
ENSG00000169855	ROBO1	0.6
ENSG00000169856	ONECUT1	0.0
ENSG00000169857	AVEN	2.3
ENSG00000169860	P2RY1	6.0
ENSG00000169862	CTNND2	0.0
ENSG00000169871	TRIM56	4.1
ENSG00000169876	MUC17	0.0
ENSG00000169877	AHSP	4.7
ENSG00000169884	WNT10B	0.2
ENSG00000169885	CALML6	0.0
ENSG00000169891	REPS2	14.3
ENSG00000169894	MUC3A	0.0
ENSG00000169895	SYAP1	11.9
ENSG00000169896	ITGAM	93.6
ENSG00000169900	PYDC1	0.1
ENSG00000169902	TPST1	52.5
ENSG00000169903	TM4SF4	0.1
ENSG00000169905	TOR1AIP2	21.3
ENSG00000169906	S100G	0.1
ENSG00000169908	TM4SF1	0.0
ENSG00000169914	OTUD3	0.3
ENSG00000169918	OTUD7A	0.2
ENSG00000169919	GUSB	103.0
ENSG00000169925	BRD3	17.2
ENSG00000169926	KLF13	26.6
ENSG00000169933	FRMPD4	0.0
ENSG00000169946	ZFPM2	0.0
ENSG00000169951	ZNF764	7.2
ENSG00000169953	HSFY2	0.0
ENSG00000169955	ZNF747	8.0
ENSG00000169957	ZNF768	1.1
ENSG00000169962	TAS1R3	1.6
ENSG00000169964	TMEM42	15.7
ENSG00000169967	MAP3K2	8.3
ENSG00000169972	PUSL1	17.5
ENSG00000169976	SF3B5	379.0
ENSG00000169981	ZNF35	2.3
ENSG00000169989	TIGD4	0.4
ENSG00000169991	IFFO2	12.6
ENSG00000169992	NLGN2	0.0
ENSG00000169994	MYO7B	5.9
ENSG00000170004	CHD3	4.4
ENSG00000170006	TMEM154	36.8
ENSG00000170011	MYRIP	0.0
ENSG00000170017	ALCAM	29.6
ENSG00000170027	YWHAG	2.6
ENSG00000170035	UBE2E3	60.1
ENSG00000170037	CNTROB	6.5
ENSG00000170043	TRAPPC1	429.0
ENSG00000170044	ZPLD1	0.6
ENSG00000170049	KCNAB3	0.2
ENSG00000170054	SERPINA9	0.1
ENSG00000170074	FAM153A	2.5
ENSG00000170075	GPR37L1	0.4
ENSG00000170085	SIMC1	7.3
ENSG00000170088	TMEM192	26.8
ENSG00000170091	NSG2	0.0
ENSG00000170092	SPDYE5	0.2
ENSG00000170099	SERPINA6	0.0
ENSG00000170100	ZNF778	10.8
ENSG00000170113	NIPA1	3.9
ENSG00000170122	FOXD4	0.2
ENSG00000170128	GPR25	44.3
ENSG00000170142	UBE2E1	4.7
ENSG00000170144	HNRNPA3	43.5
ENSG00000170145	SIK2	0.7
ENSG00000170153	RNF150	0.0
ENSG00000170160	CCDC144A	1.2
ENSG00000170162	VGLL2	0.0
ENSG00000170166	HOXD4	0.0
ENSG00000170175	CHRNB1	13.6
ENSG00000170178	HOXD12	0.0
ENSG00000170180	GYPA	0.1
ENSG00000170185	USP38	5.2
ENSG00000170190	SLC16A5	35.1
ENSG00000170191	NANP	3.3
ENSG00000170209	ANKK1	0.1
ENSG00000170214	ADRA1B	0.0
ENSG00000170222	ADPRM	13.1
ENSG00000170231	FABP6	0.0
ENSG00000170234	PWWP2A	3.3
ENSG00000170236	USP50	0.0
ENSG00000170242	USP47	18.5
ENSG00000170248	PDCD6IP	18.1
ENSG00000170255	MRGPRX1	0.0
ENSG00000170260	ZNF212	8.3
ENSG00000170262	MRAP	1.9
ENSG00000170264	FAM161A	0.4
ENSG00000170265	ZNF282	1.7
ENSG00000170266	GLB1	166.6
ENSG00000170270	GON7	6.3
ENSG00000170271	FAXDC2	6.6
ENSG00000170275	CRTAP	377.9
ENSG00000170276	HSPB2	0.0
ENSG00000170279	C7orf33	0.0
ENSG00000170289	CNGB3	0.0
ENSG00000170290	SLN	0.0
ENSG00000170291	ELP5	36.0
ENSG00000170293	CMTM8	1.6
ENSG00000170296	GABARAP	7141.7
ENSG00000170298	LGALS9B	13.3
ENSG00000170310	STX8	199.4
ENSG00000170312	CDK1	3.4
ENSG00000170315	UBB	7855.3
ENSG00000170322	NFRKB	5.9
ENSG00000170323	FABP4	0.0
ENSG00000170324	FRMPD2	0.0
ENSG00000170325	PRDM10	6.8
ENSG00000170340	B3GNT2	56.3
ENSG00000170345	FOS	506.6
ENSG00000170348	TMED10	108.5
ENSG00000170364	SETMAR	1.8
ENSG00000170365	SMAD1	46.5
ENSG00000170367	CST5	0.0
ENSG00000170369	CST2	0.0
ENSG00000170370	EMX2	0.5
ENSG00000170373	CST1	0.0
ENSG00000170374	SP7	0.0
ENSG00000170379	TCAF2	6.6
ENSG00000170381	SEMA3E	0.1
ENSG00000170382	LRRN2	0.3
ENSG00000170385	SLC30A1	1.5
ENSG00000170390	DCLK2	0.6
ENSG00000170396	ZNF804A	0.3
ENSG00000170412	GPRC5C	7.9
ENSG00000170417	TMEM182	3.6
ENSG00000170419	VSTM2A	0.0
ENSG00000170421	KRT8	1.8
ENSG00000170423	KRT78	0.0
ENSG00000170425	ADORA2B	17.3
ENSG00000170426	SDR9C7	0.0
ENSG00000170430	MGMT	54.1
ENSG00000170439	METTL7B	7.0
ENSG00000170442	KRT86	87.8
ENSG00000170445	HARS1	61.3
ENSG00000170448	NFXL1	1.9
ENSG00000170454	KRT75	0.0
ENSG00000170456	DENND5B	1.6
ENSG00000170458	CD14	3500.8
ENSG00000170464	DNAJC18	1.7
ENSG00000170465	KRT6C	0.0
ENSG00000170468	RIOX1	4.3
ENSG00000170469	SPATA24	4.8
ENSG00000170471	RALGAPB	2.4
ENSG00000170473	PYM1	179.6
ENSG00000170476	MZB1	570.5
ENSG00000170477	KRT4	0.0
ENSG00000170482	SLC23A1	1.3
ENSG00000170484	KRT74	0.0
ENSG00000170485	NPAS2	0.3
ENSG00000170486	KRT72	0.2
ENSG00000170498	KISS1	0.0
ENSG00000170500	LONRF2	0.2
ENSG00000170502	NUDT9	26.1
ENSG00000170509	HSD17B13	0.7
ENSG00000170515	PA2G4	175.1
ENSG00000170516	COX7B2	0.8
ENSG00000170522	ELOVL6	3.3
ENSG00000170523	KRT83	0.0
ENSG00000170525	PFKFB3	26.5
ENSG00000170537	TMC7	0.7
ENSG00000170540	ARL6IP1	295.9
ENSG00000170542	SERPINB9	100.2
ENSG00000170545	SMAGP	38.5
ENSG00000170549	IRX1	0.0
ENSG00000170558	CDH2	1.7
ENSG00000170561	IRX2	0.0
ENSG00000170571	EMB	55.3
ENSG00000170577	SIX2	0.0
ENSG00000170579	DLGAP1	0.3
ENSG00000170581	STAT2	22.3
ENSG00000170584	NUDCD2	92.1
ENSG00000170604	IRF2BP1	0.9
ENSG00000170605	OR9K2	0.0
ENSG00000170606	HSPA4	29.3
ENSG00000170608	FOXA3	0.8
ENSG00000170613	GARIN3	0.0
ENSG00000170615	SLC26A5	0.4
ENSG00000170619	COMMD5	84.4
ENSG00000170624	SGCD	0.6
ENSG00000170627	GTSF1	33.9
ENSG00000170631	ZNF16	9.3
ENSG00000170632	ARMC10	3.8
ENSG00000170633	RNF34	108.8
ENSG00000170634	ACYP2	41.1
ENSG00000170638	TRABD	68.8
ENSG00000170653	ATF7	19.2
ENSG00000170667	RASA4B	3.2
ENSG00000170677	SOCS6	3.9
ENSG00000170681	CAVIN4	0.0
ENSG00000170683	OR10A3	0.5
ENSG00000170684	ZNF296	82.9
ENSG00000170689	HOXB9	0.0
ENSG00000170703	TTLL6	0.0
ENSG00000170734	POLH	5.0
ENSG00000170743	SYT9	0.0
ENSG00000170745	KCNS3	0.1
ENSG00000170748	RBMXL2	0.0
ENSG00000170759	KIF5B	51.2
ENSG00000170775	GPR37	0.0
ENSG00000170776	AKAP13	287.1
ENSG00000170777	TPD52L3	0.0
ENSG00000170779	CDCA4	16.7
ENSG00000170782	OR10A4	0.1
ENSG00000170786	SDR16C5	4.7
ENSG00000170788	DYDC1	1.7
ENSG00000170790	OR10A2	0.4
ENSG00000170791	CHCHD7	62.8
ENSG00000170801	HTRA3	0.1
ENSG00000170802	FOXN2	119.7
ENSG00000170807	LMOD2	0.0
ENSG00000170819	BFSP2	13.4
ENSG00000170820	FSHR	0.0
ENSG00000170832	USP32	59.4
ENSG00000170835	CEL	0.0
ENSG00000170836	PPM1D	11.2
ENSG00000170837	GPR27	7.3
ENSG00000170846	ENSG00000170846	0.2
ENSG00000170848	PSG6	0.4
ENSG00000170852	KBTBD2	38.7
ENSG00000170854	RIOX2	26.0
ENSG00000170855	TRIAP1	59.2
ENSG00000170860	LSM3	44.2
ENSG00000170871	KIAA0232	10.6
ENSG00000170873	MTSS1	169.7
ENSG00000170876	TMEM43	157.6
ENSG00000170881	RNF139	11.5
ENSG00000170889	RPS9	2877.6
ENSG00000170890	PLA2G1B	0.5
ENSG00000170891	CYTL1	27.1
ENSG00000170892	TSEN34	5.0
ENSG00000170893	TRH	0.1
ENSG00000170899	GSTA4	20.1
ENSG00000170903	MSANTD4	8.1
ENSG00000170906	NDUFA3	23.5
ENSG00000170909	OSCAR	41.9
ENSG00000170915	PAQR8	17.8
ENSG00000170917	NUDT6	4.4
ENSG00000170920	OR7G3	0.0
ENSG00000170921	TANC2	0.8
ENSG00000170923	OR7G2	1.5
ENSG00000170925	TEX13B	0.0
ENSG00000170927	PKHD1	0.0
ENSG00000170929	OR1M1	1.0
ENSG00000170935	NCBP2L	8.2
ENSG00000170946	DNAJC24	4.4
ENSG00000170948	MBD3L1	0.0
ENSG00000170949	ZNF160	17.5
ENSG00000170950	PGK2	0.0
ENSG00000170953	OR8B12	0.0
ENSG00000170954	ZNF415	4.1
ENSG00000170955	CAVIN3	42.9
